"id","type","area","floors","rooms","bathrooms","price","condition","city","district"
10710,"town house",86,1,1,2,8944270,"luxury finished","Beni Suef","Somasta"
10711,"studio",83,1,1,2,8844271,"luxury finished","North Sinai","Bir al-Abed"
10712,"town house",169,3,2,3,9985481,"not finished","Kafr El Sheikh","Hamol"
10713,"duplex",85,3,3,3,3715455,"not finished","Red Sea","Safaga"
10714,"shop",108,1,2,3,4734994,"not finished","South Sinai","Sharm El-Shaikh"
10715,"studio",179,2,3,2,1189005,"semi finished","Red Sea","Safaga"
10716,"villa",188,3,2,3,1641015,"luxury finished","Assiut","Manfalut"
10717,"office",215,2,2,2,4293558,"fully finished","Gharbia","El Santa"
10718,"town house",169,2,1,2,10539875,"not finished","North Sinai","Sheikh Zowaid"
10719,"studio",138,3,2,3,10757210,"semi finished","Qalyubia","Banha"
10720,"office",130,1,3,1,7187657,"not finished","North Sinai","Arish"
10721,"duplex",183,2,2,2,5691456,"semi finished","North Sinai","Bir al-Abed"
10722,"studio",171,2,3,2,5322522,"not finished","Alexandria","Stanley"
10723,"villa",213,1,2,1,14930694,"fully finished","Damietta","alsaru"
10724,"town house",131,1,2,3,1948347,"luxury finished","Red Sea","Aldahar"
10725,"office",146,1,2,3,9379829,"luxury finished","Aswan","Kalabsha"
10726,"office",115,2,2,3,9331637,"not finished","Port Said","Port Fouad"
10727,"apartment",90,3,1,3,5683464,"fully finished","Sohag","Akhmeem"
10728,"shop",289,2,1,3,3648965,"semi finished","Menofia","Tala"
10729,"apartment",213,2,3,2,12485489,"not finished","Luxor","Esna"
10730,"studio",161,3,3,2,8979049,"not finished","Matrouh","Alamein"
10731,"duplex",297,3,3,3,1480989,"luxury finished","Damietta","Kafr Saad"
10732,"villa",285,2,1,3,10235978,"fully finished","South Sinai","Saint Catherine"
10733,"studio",88,3,2,3,3731643,"luxury finished","Sharkia","El Qurain"
10734,"office",297,1,1,3,12932613,"not finished","Gharbia","Basion"
10735,"town house",106,2,1,1,1836521,"semi finished","Menofia","Sars El-Layan"
10736,"villa",270,1,3,2,1085355,"semi finished","Damietta","Zarqa"
10737,"shop",205,3,2,3,14372453,"semi finished","Alexandria","Glim"
10738,"duplex",235,3,2,1,1222129,"not finished","Kafr El Sheikh","Masief Baltim"
10739,"studio",149,3,3,1,2743987,"luxury finished","New Valley","Dakhla"
10740,"office",114,2,2,1,11310941,"luxury finished","Beni Suef","Fashn"
10741,"villa",165,3,3,3,8677699,"semi finished","Sohag","Sohag El Gedida"
10742,"town house",112,2,3,3,10445143,"not finished","Luxor","Al ziynia"
10743,"apartment",264,3,2,3,11372864,"not finished","South Sinai","Abu Redis"
10744,"shop",281,2,3,3,12328220,"luxury finished","Fayoum","Hadqa"
10745,"town house",223,3,2,3,5519608,"fully finished","Beni Suef","Beni Suef El Gedida"
10746,"duplex",142,2,2,1,14060961,"semi finished","Sharkia","Al Ashr Men Ramadan"
10747,"studio",270,3,3,2,10684169,"luxury finished","Sohag","Sohag"
10748,"apartment",250,1,3,3,1537460,"not finished","Beheira","Mahmoudiyah"
10749,"studio",90,2,2,3,1146315,"semi finished","Cairo","Cairo Downtown"
10750,"villa",154,2,1,1,9748110,"semi finished","New Valley","Farafra"
10751,"town house",90,3,1,1,12584854,"not finished","Damietta","Zarqa"
10752,"shop",172,2,3,1,6938568,"semi finished","Ismailia","Qantara Gharb"
10753,"duplex",224,1,1,2,14777609,"luxury finished","Luxor","New Luxor"
10754,"duplex",230,2,3,1,14590197,"not finished","New Valley","Mout"
10755,"duplex",281,1,1,1,1686124,"semi finished","Gharbia","Qutour"
10756,"villa",99,1,2,1,6815373,"not finished","Dakahlia","Gamasa"
10757,"shop",145,2,1,2,4451622,"not finished","Suez","Suez"
10758,"town house",113,2,2,2,2588300,"luxury finished","Suez","Alganayen"
10759,"office",222,1,2,2,9879196,"fully finished","Menofia","Sadat City"
10760,"apartment",263,1,2,2,2061368,"luxury finished","Port Said","Alsharq"
10761,"town house",150,1,2,3,10232341,"fully finished","Suez","Ain Sokhna"
10762,"studio",200,2,3,3,10799734,"not finished","North Sinai","Nakhl"
10763,"town house",94,3,3,2,8094378,"not finished","Port Said","PorSaid"
10764,"office",132,2,2,3,7184191,"semi finished","Red Sea","Safaga"
10765,"apartment",209,3,2,3,4036754,"semi finished","Luxor","Armant"
10766,"shop",154,1,2,3,13764384,"not finished","Ismailia","Qantara Gharb"
10767,"apartment",233,2,3,3,12613680,"semi finished","Alexandria","Alhadra"
10768,"town house",140,1,2,3,7428292,"semi finished","Ismailia","Abu Sawir"
10769,"apartment",80,1,3,3,11553699,"fully finished","Luxor","Esna"
10770,"town house",142,2,2,3,11448281,"semi finished","Menofia","Al Bagor"
10771,"villa",133,1,1,1,7757038,"semi finished","Beheira","Housh Eissa"
10772,"shop",107,1,3,2,3915310,"luxury finished","Matrouh","Marina"
10773,"studio",100,1,2,1,2867225,"luxury finished","Suez","Faysal"
10774,"office",170,3,3,1,9342005,"semi finished","Kafr El Sheikh","Sidi Ghazi"
10775,"shop",151,3,2,2,5691554,"not finished","Beni Suef","Al Wasta"
10776,"studio",118,1,1,1,10593142,"luxury finished","Assiut","Assiut El Gedida"
10777,"apartment",123,3,3,3,3827610,"not finished","Gharbia","El Santa"
10778,"office",109,2,1,2,13901117,"not finished","Minya","Magagha"
10779,"office",107,1,3,1,5552015,"semi finished","Kafr El Sheikh","Desouq"
10780,"town house",157,3,2,1,13424993,"luxury finished","Damietta","Kafr El-Batikh"
10781,"shop",278,3,2,1,3392364,"fully finished","North Sinai","Sheikh Zowaid"
10782,"villa",191,3,1,1,10047296,"fully finished","Qalyubia","Shibin Al Qanater"
10783,"villa",157,1,3,1,13292270,"luxury finished","Red Sea","Ras Ghareb"
10784,"villa",85,2,1,3,7222198,"semi finished","Qena","New Qena"
10785,"villa",96,2,1,2,2426783,"not finished","Suez","Alganayen"
10786,"shop",86,3,2,3,1954220,"not finished","Cairo","Ain Shams"
10787,"office",84,1,2,3,9880905,"luxury finished","Red Sea","Hurghada"
10788,"office",93,2,1,1,12248924,"semi finished","Assiut","Qusiya"
11240,"shop",290,3,2,2,13923628,"not finished","Red Sea","Hurghada"
10789,"town house",251,3,1,3,13174749,"luxury finished","Aswan","Edfu"
10790,"villa",167,1,1,1,3718925,"not finished","Kafr El Sheikh","Sidi Ghazi"
10791,"shop",171,3,2,1,1327718,"semi finished","Sohag","Saqilatuh"
10792,"duplex",160,2,3,1,12510551,"semi finished","Menofia","Shbeen El Koom"
10793,"duplex",176,1,2,1,12752492,"semi finished","Gharbia","Zefta"
10794,"town house",147,2,1,1,12181408,"semi finished","Cairo","Waily"
10795,"town house",221,1,3,2,11603478,"fully finished","Qalyubia","Obour"
10796,"office",204,1,1,1,14542975,"luxury finished","Beni Suef","Ehnasia"
10797,"apartment",285,2,3,3,9954689,"semi finished","Dakahlia","aljamalia"
10798,"shop",251,3,2,2,5358027,"luxury finished","Beheira","Itai Baroud"
10799,"studio",149,1,3,3,1812716,"fully finished","Aswan","Al Sibaeia"
10800,"apartment",135,1,1,1,9548695,"luxury finished","Damietta","Kafr El-Batikh"
10801,"studio",289,3,2,2,1039564,"not finished","New Valley","Mout"
10802,"duplex",185,3,3,2,5986173,"semi finished","Damietta","Kafr El-Batikh"
10803,"town house",219,3,3,2,8834671,"luxury finished","North Sinai","Bir al-Abed"
10804,"shop",218,1,1,1,12751655,"fully finished","New Valley","Dakhla"
10805,"shop",244,2,1,1,1597297,"luxury finished","Luxor","Armant"
10806,"office",276,1,2,3,5553199,"luxury finished","Qalyubia","Khanka"
10807,"duplex",211,2,1,1,6513313,"luxury finished","New Valley","Mout"
10808,"studio",291,1,2,1,6769517,"luxury finished","Giza","Abu Nomros"
10809,"apartment",157,3,1,2,13704730,"not finished","Menofia","Tala"
10810,"duplex",262,3,2,1,7208346,"luxury finished","Beni Suef","Mokbel"
10811,"studio",246,3,3,3,5764918,"semi finished","Gharbia","Tanta"
10812,"villa",266,3,1,2,6712107,"semi finished","North Sinai","Rafah"
10813,"villa",196,3,2,1,7916472,"fully finished","Sharkia","Faccus"
10814,"town house",235,1,1,1,5791041,"not finished","Aswan","Al-Radisiyah"
10815,"duplex",269,1,2,3,1064018,"luxury finished","Suez","Alganayen"
10816,"town house",151,3,1,1,4728502,"luxury finished","Aswan","Aswan"
10817,"shop",239,1,2,2,3558553,"luxury finished","Cairo","Shorouk"
10818,"duplex",84,3,3,2,1966890,"fully finished","Menofia","Menouf"
10819,"villa",161,1,3,1,3151509,"luxury finished","Cairo","15 May"
10820,"apartment",120,2,1,3,14855894,"luxury finished","Gharbia","El Santa"
10821,"office",110,1,3,1,12815856,"luxury finished","Suez","Alganayen"
10822,"duplex",113,2,2,2,7426156,"fully finished","Dakahlia","Menia El Nasr"
10823,"duplex",83,1,1,1,2396172,"not finished","Cairo","Abaseya"
10824,"villa",190,2,1,2,7163944,"luxury finished","Luxor","Al ziynia"
10825,"villa",175,3,3,3,9997806,"not finished","South Sinai","Saint Catherine"
10826,"studio",80,1,1,2,11641088,"fully finished","Red Sea","Marsa Alam"
10827,"duplex",91,3,2,3,4616812,"luxury finished","Sharkia","Mashtoul El Souq"
10828,"office",232,2,1,1,7437679,"fully finished","Suez","Ataqah"
10829,"villa",270,3,3,1,2863948,"fully finished","Cairo","Bolaq"
10830,"town house",280,3,1,2,5321337,"semi finished","Alexandria","Al Mamurah"
10831,"villa",252,2,1,2,7272644,"not finished","Giza","Saft Allaban"
10832,"shop",143,1,3,3,2734411,"luxury finished","Qalyubia","Kafr Shukr"
10833,"studio",299,3,2,1,14585687,"fully finished","Fayoum","Fayoum El Gedida"
10834,"town house",144,2,1,2,12267885,"fully finished","Port Said","Zohour"
10835,"shop",298,3,1,3,1967788,"luxury finished","Gharbia","Samannoud"
10836,"studio",184,1,3,3,4671881,"fully finished","Ismailia","Fayed"
10837,"office",288,3,2,2,7562999,"semi finished","North Sinai","Arish"
10838,"studio",273,3,1,2,5005925,"not finished","New Valley","El Kharga"
10839,"apartment",82,3,1,2,4539598,"luxury finished","Luxor","Luxor"
10840,"studio",254,3,3,1,12675823,"semi finished","Menofia","Sars El-Layan"
10841,"studio",202,3,1,2,4402273,"not finished","Sohag","Saqilatuh"
10842,"studio",118,1,1,2,6205338,"luxury finished","Damietta","Damietta"
10843,"office",212,2,2,3,8502928,"not finished","Cairo","Rehab"
10844,"office",228,2,1,2,5289195,"semi finished","Suez","Suez"
10845,"shop",264,1,1,3,11943177,"fully finished","Alexandria","Naseria"
10846,"office",176,1,3,3,4960468,"semi finished","New Valley","El Kharga"
10847,"office",179,2,2,1,10699898,"fully finished","Matrouh","North Coast"
10848,"apartment",189,3,2,1,2587574,"fully finished","New Valley","Farafra"
10849,"office",254,2,1,3,8556841,"semi finished","Matrouh","Dabaa"
10850,"apartment",129,1,3,2,9171091,"semi finished","Qena","New Qena"
10851,"studio",198,2,3,2,9752289,"fully finished","Matrouh","El Hamam"
10852,"studio",249,2,1,2,4695353,"not finished","Qena","Quos"
10853,"studio",135,3,2,2,9682048,"luxury finished","Suez","Suez"
10854,"duplex",149,2,3,2,9967226,"fully finished","New Valley","Mout"
10855,"shop",248,3,2,1,8956982,"luxury finished","Sohag","Tahta"
10856,"duplex",133,1,2,1,2075288,"semi finished","Matrouh","Salloum"
10857,"villa",87,1,1,3,14785407,"fully finished","Gharbia","Zefta"
10858,"villa",134,2,3,2,8220793,"luxury finished","Damietta","alruwda"
10859,"villa",151,1,1,1,1076347,"luxury finished","Giza","Hadayek October"
10860,"studio",143,2,1,1,12065016,"semi finished","Menofia","Sadat City"
10861,"office",229,1,3,2,3703619,"not finished","Ismailia","Qantara Sharq"
10862,"office",141,2,1,1,5792188,"luxury finished","Giza","Boulaq Dakrour"
10863,"town house",220,2,2,3,14127536,"not finished","Beni Suef","Alabbaseri"
10864,"studio",277,1,2,3,9995995,"semi finished","Minya","Madinat El Fekria"
10865,"studio",125,2,2,3,1683829,"semi finished","Sharkia","El Qurain"
10866,"shop",288,1,2,2,9565220,"fully finished","Red Sea","Hurghada"
10867,"studio",106,1,2,2,13170105,"not finished","Aswan","Abo Simbl Al Siyahia"
10868,"villa",298,2,1,2,3132609,"fully finished","New Valley","El Kharga"
10869,"shop",210,1,3,2,11449313,"semi finished","Alexandria","Glim"
10870,"apartment",94,2,1,2,3347402,"fully finished","Luxor","Al ziynia"
10871,"shop",287,1,1,3,12003270,"semi finished","Beni Suef","beba"
10872,"villa",253,2,1,3,3923153,"fully finished","Qalyubia","Obour"
10873,"villa",197,3,3,2,5786315,"not finished","Aswan","Al-Radisiyah"
10874,"duplex",281,3,1,3,7444422,"luxury finished","Qalyubia","Mostorod"
10875,"studio",183,2,2,3,10692718,"fully finished","Gharbia","Kafr El Zayat"
10876,"shop",261,3,1,2,4410078,"fully finished","Beheira","Badr"
10877,"duplex",147,2,3,3,9019456,"fully finished","Dakahlia","Meet Salsil"
10878,"town house",85,2,1,3,2521091,"fully finished","South Sinai","Abu Zenaima"
10879,"office",247,1,2,3,11637772,"luxury finished","Port Said","Almanakh"
10880,"studio",173,2,2,3,1405084,"not finished","Ismailia","Abu Sawir"
10881,"villa",231,1,1,2,6016003,"not finished","North Sinai","Bir al-Abed"
10882,"studio",178,2,3,3,3157680,"luxury finished","Gharbia","El Santa"
10883,"office",89,1,1,3,3691574,"semi finished","Red Sea","Aldahar"
10884,"office",210,1,2,3,1214320,"fully finished","Fayoum","Algamaa"
10885,"studio",140,3,2,3,11050575,"fully finished","Sharkia","Mashtoul El Souq"
10886,"apartment",223,2,2,1,8009647,"fully finished","Assiut","El Badari"
10887,"apartment",259,2,2,3,6660293,"luxury finished","Alexandria","Cleopatra"
10888,"studio",141,2,2,1,14767170,"fully finished","Sohag","Tahta"
11241,"duplex",210,3,2,3,9032080,"semi finished","Fayoum","Sayala"
10889,"apartment",80,2,2,1,13728468,"luxury finished","Gharbia","Kafr El Zayat"
10890,"apartment",238,2,2,2,7633655,"luxury finished","Cairo","10th of Ramadan City"
10891,"apartment",289,1,3,1,3824700,"fully finished","Assiut","El Badari"
10892,"shop",140,3,3,1,12583475,"fully finished","Kafr El Sheikh","Masief Baltim"
10893,"office",82,1,1,1,14996411,"not finished","Gharbia","Tanta"
10894,"office",242,1,2,1,2938646,"luxury finished","Beheira","Damanhour"
10895,"duplex",108,1,3,3,13431072,"not finished","Damietta","Faraskour"
10896,"apartment",126,3,3,3,4677962,"luxury finished","Cairo","Cairo Downtown"
10897,"duplex",256,2,3,3,10357742,"fully finished","Beni Suef","beba"
10898,"office",276,3,3,2,12922577,"semi finished","North Sinai","Al Hasana"
10899,"villa",146,2,2,2,10500521,"luxury finished","Beheira","Rashid"
10900,"office",126,3,1,1,5616399,"luxury finished","Menofia","Shbeen El Koom"
10901,"villa",186,1,2,1,7987309,"luxury finished","South Sinai","Al Toor"
10902,"office",110,3,2,2,1374190,"not finished","Alexandria","Asafra"
10903,"town house",267,1,3,1,14050556,"semi finished","Assiut","El Ghanaim"
10904,"duplex",208,1,1,2,9010027,"not finished","Beni Suef","Alabbaseri"
10905,"office",263,3,3,2,12043845,"luxury finished","Luxor","Al Bayadieh"
10906,"shop",100,2,1,3,1758911,"not finished","Beni Suef","Naser"
10907,"studio",163,1,1,1,2334933,"fully finished","Menofia","Sadat City"
10908,"office",242,3,1,3,7209602,"semi finished","Minya","Madinat El Fekria"
10909,"apartment",137,3,2,2,14701517,"semi finished","Port Said","Mubarak"
10910,"duplex",203,3,1,1,3029706,"semi finished","Beni Suef","Beni Suef El Gedida"
10911,"studio",268,3,1,2,2812508,"not finished","Kafr El Sheikh","Riyadh"
10912,"villa",98,2,2,3,14307920,"not finished","Red Sea","Aldahar"
10913,"duplex",145,2,3,2,6871900,"semi finished","Qalyubia","Mostorod"
10914,"duplex",291,3,3,1,7859176,"luxury finished","Fayoum","Fayoum El Gedida"
10915,"apartment",84,3,2,1,5376689,"luxury finished","Qalyubia","Obour"
10916,"duplex",226,1,3,1,4367632,"fully finished","Luxor","Al Tud"
10917,"studio",189,1,1,2,4405688,"not finished","Sohag","Sohag"
10918,"duplex",224,2,2,3,1601521,"not finished","Port Said","Aldawahi"
10919,"studio",126,3,1,3,4946525,"fully finished","Kafr El Sheikh","Kafr El Sheikh"
10920,"villa",227,2,1,3,6970586,"luxury finished","New Valley","Mout"
10921,"office",267,3,1,2,4676171,"not finished","Assiut","El Badari"
10922,"villa",188,3,3,3,14750038,"not finished","Aswan","Marsa Alam"
10923,"office",183,3,2,2,4347170,"not finished","Port Said","PorSaid"
10924,"apartment",243,1,3,1,12196321,"luxury finished","Suez","Suez"
10925,"duplex",155,3,3,2,7547305,"luxury finished","Red Sea","Ras Ghareb"
10926,"studio",163,3,1,2,6720061,"semi finished","Red Sea","El Qusiar"
10927,"office",300,3,2,1,11466310,"fully finished","Beheira","Rashid"
10928,"town house",180,3,3,1,14457454,"semi finished","Beni Suef","Naser"
10929,"apartment",126,3,1,3,1916380,"fully finished","Red Sea","Safaga"
10930,"studio",230,1,1,3,10742197,"luxury finished","Luxor","Armant"
10931,"apartment",194,1,2,1,5153547,"fully finished","Qena","Farshout"
10932,"studio",136,2,1,3,2332410,"semi finished","Dakahlia","El Kurdi"
10933,"office",183,2,2,1,6180661,"fully finished","Aswan","Kalabsha"
10934,"villa",273,3,2,2,13436715,"semi finished","Cairo","Sayeda Zeinab"
10935,"villa",271,2,1,2,13233146,"semi finished","Assiut","Abu Tig"
10936,"town house",105,1,3,1,12243907,"not finished","South Sinai","Nuweiba"
10937,"office",253,1,2,2,11200333,"luxury finished","Alexandria","Smouha"
10938,"office",270,3,1,2,5725098,"semi finished","Qalyubia","Shubra Al Khaimah"
10939,"shop",278,1,2,2,3308584,"fully finished","Qena","Naqada"
10940,"office",297,1,1,2,11297940,"fully finished","Sohag","Albalina"
10941,"shop",287,2,2,3,10053424,"not finished","Qena","Naqada"
10942,"apartment",243,1,3,3,10411104,"semi finished","Qena","Quos"
10943,"studio",113,1,3,1,9863216,"fully finished","Menofia","Al Shohada"
10944,"office",132,3,2,1,2554738,"luxury finished","Red Sea","Aldahar"
10945,"shop",272,3,3,3,8011281,"luxury finished","Kafr El Sheikh","Desouq"
10946,"villa",145,2,1,3,5206760,"semi finished","Gharbia","El Santa"
10947,"office",231,1,3,1,2470676,"fully finished","Qalyubia","Khosous"
10948,"studio",269,1,2,1,2147300,"fully finished","Giza","Imbaba"
10949,"office",228,3,1,1,14340765,"luxury finished","Red Sea","Ras Ghareb"
10950,"town house",146,1,2,1,5466290,"luxury finished","New Valley","Farafra"
10951,"apartment",105,2,3,3,8455003,"fully finished","Alexandria","Elshatby"
10952,"town house",223,3,2,1,10938263,"semi finished","Sohag","almunsha'a"
10953,"apartment",135,1,2,1,13602528,"not finished","Beheira","Housh Eissa"
10954,"town house",214,2,2,1,5878731,"fully finished","Kafr El Sheikh","Burg Al Burullus"
10955,"apartment",80,1,2,1,3863688,"fully finished","Beheira","Housh Eissa"
10956,"shop",169,3,2,3,14041230,"luxury finished","Assiut","Abu Tig"
10957,"office",289,2,2,3,9417053,"luxury finished","North Sinai","Bir al-Abed"
10958,"studio",265,2,1,3,8413338,"fully finished","Luxor","Al Qarna"
10959,"shop",279,3,3,3,6810767,"fully finished","Minya","Ard Sultan"
10960,"duplex",205,3,1,2,12161242,"semi finished","Qalyubia","Al Qanater Charity"
